"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MLH3",0.145102982390005,-0.00142472478910013,0.310564520147233,-0.00458753236984282,0.996339691588732,1
"EIF2B2",0.0588844459319588,0,0.310564520147233,0,1,1
"DLST",97.9312048207478,-0.115932023622898,0.372664010102829,-0.311089937530883,0.755732250581206,1
"PROX2",0.206026070976878,0.0462136979571223,0.310564520147233,0.148805465399632,0.881707137893345,1
"YLPM1",31.5173152137922,-0.211192160335228,0.438560733568633,-0.481557385716516,0.630120404730131,1
"FCF1",6.54942203874355,0.157685228173517,0.4936371003201,0.319435528794868,0.749396272815003,1
"AREL1",27.9327881034344,0.918190485342756,0.413343706160374,2.2213728469994,0.0263257185597511,1
"LTBP2",0.193454224248602,-0.0065614018637701,0.310690222475121,-0.0211187909664441,0.983150895213839,1
"NPC2",0.0604015550896564,0,0.310564520147233,0,1,1
"LOC114592008",8.00612315783962,-0.119702989270255,0.564078776120596,-0.212209702505566,0.83194343761508,1
"VSX2",0.197873143646275,0,0.310564520147233,0,1,1
"LIN52",2.83483277167287,-0.451052957286311,0.557750783896787,-0.808699817748315,0.418687833039374,1
"ALDH6A1",8.40587418686372,-0.281138308442351,0.427119397107625,-0.658219482295042,0.510397107731239,1
"ENTPD5",0.295648146360074,0.000912564769012423,0.315663975804693,0.002890937322468,0.997693368957106,1
"COQ6",3.83896105713957,0.914457876032421,0.516005074141428,1.77218775911065,0.0763633948900364,1
"ZNF410",0.759774347478707,-0.0260858660396337,0.51609253752254,-0.0505449394111698,0.959688138676906,1
"FBXO33",377.682942488306,0.0182486890177066,0.449012363710411,0.0406418408324187,0.967581427535483,1
"MIA2",16.8206160082258,0.0651403770183829,0.541607215927245,0.120272358090468,0.904267400186845,1
"PNN",314.008751706293,-0.187160618270916,0.266218407091396,-0.703034100142676,0.482034498692532,1
"TRAPPC6B",0.608131585960202,-0.515798661696944,0.457070596313145,-1.12848795319042,0.259113901686425,1
"GEMIN2",0.804498133829192,0.211904513121545,0.514171372690884,0.412128182112816,0.680245473274784,1
"PROSER1",11.442007187811,-0.285853261404577,0.532652718202349,-0.536659725250824,0.59150268065183,1
"SEC23A",49.9902252070597,0.371729142388352,0.481288085101437,0.772363068805257,0.439899420872353,1
"FOXA1",67.953205235501,0.0529634291336467,0.326890552999782,0.162021901971826,0.871288606467439,1
"MIPOL1",1.1514865736056,-0.43788090834288,0.556344604298699,-0.787067772311463,0.431242193939359,1
"SLC25A21",1.48571214388414,0.363907734052672,0.552104631759425,0.659128203458437,0.509813446163,1
"MBIP",4.82040709103835,-0.424428840763169,0.554325253096404,-0.765667518108462,0.443874158951907,1
"BRMS1L",28.0730045421356,0.217587080706497,0.35630057015,0.610684065464432,0.541408757084297,1
"RALGAPA1",45.9054393351092,0.417395538299225,0.395600915244729,1.05509244851219,0.291383045376201,1
"NFKBIA",0.580361091319572,-0.427412635481724,0.484675644082704,-0.881852927209998,0.377856345607134,1
"PSMA6",40.5038672566762,-0.092568437003291,0.408892545005056,-0.226388174922941,0.820899524254925,1
"PPP2R3C",54.3833107519536,-0.180222514187681,0.367520553568029,-0.490373973477163,0.623869290201142,1
"FAM177A1",18.1750760684765,-0.238278324439121,0.534544400261245,-0.445759649381171,0.655770871829835,1
"SRP54",173.662313193475,-0.178910531092455,0.3253268940416,-0.549940796070728,0.58235998148528,1
"BAZ1A",13.5694565405449,-0.0400761456627327,0.452946803402422,-0.0884787029330835,0.929496210542076,1
"CFL2",1554.4304901847,-0.0542404929466927,0.544768361162953,-0.0995661584143799,0.920688761951854,1
"SNX6",65.2973675733011,0.23903480412348,0.440580420233169,0.542545227037043,0.587442959820314,1
"EAPP",1.09145639104115,0.235764246459554,0.561493022309736,0.419888114530299,0.674567190788185,1
"SPTSSA",22.7984008449422,0.158848110349157,0.316513176102798,0.501868871005756,0.615759763488911,1
"NPAS3",21.9385084587294,0.348315289843631,0.547794563900028,0.635850212466144,0.524874056062683,1
"AKAP6",23.7907036194449,-0.180636690933694,0.561126058489625,-0.321918200377133,0.747514664641776,1
"ARHGAP5",43.6580855758524,0.503446830655067,0.369672411868385,1.36187287579986,0.173238007637036,1
"HEATR5A",1.67822643127819,0.300445667631425,0.561808460550133,0.534783095536197,0.592799853664565,1
"HECTD1",851.683513778476,-0.0339450956020584,0.399863796026651,-0.0848916454536833,0.932347533773718,1
"AP4S1",0.107312734253564,0.0462136979571222,0.310564520147233,0.148805465399631,0.881707137893346,1
"STRN3",588.0298945,-0.0169532770190046,0.470967555818488,-0.0359966983066205,0.971284991619312,1
"SCFD1",61.4107042916678,0.186416228214008,0.364403992056805,0.511564725627233,0.60895567816473,1
"G2E3",0.75290068786052,0.18639607747756,0.544732199013103,0.34217929069597,0.732215969228122,1
"PRKD1",39.2676419760071,0.15906631870844,0.557806324057655,0.285164064744448,0.775518449997037,1
"FOXG1",0.0371505614284563,-0.00142472478910006,0.310564520147233,-0.00458753236984259,0.996339691588732,1
"NOVA1",77.1137437518524,0.224416805109061,0.548226566343083,0.409350474578462,0.682282478987593,1
"LOC114593163",0.0518849913614076,-0.00142472478910006,0.310564520147233,-0.00458753236984259,0.996339691588732,1
"STXBP6",2.13047632963314,0.367078290873144,0.554871490715925,0.661555507924043,0.508256129590993,1
"GJD2",0.0604015550896564,0,0.310564520147233,0,1,1
"ACTC1",3950.82046686797,0.107722022459892,0.397718573997661,0.270849865967098,0.78650650528198,1
"AQR",22.2247168322009,0.281256682895142,0.425691028120957,0.660706156144839,0.508800775071081,1
"DPH6",0.101301609397096,-0.00142472478910009,0.310564520147233,-0.00458753236984268,0.996339691588732,1
"C1H15orf41",1.82251293281053,-0.627328463667291,0.562349501676207,-1.11554907010213,0.264615202929591,1
"MEIS2",108.300841244621,0.232176807201189,0.549485381457572,0.422535002815387,0.672634557373103,1
"LOC114593462",0.813672994986452,-0.449022269630689,0.5199207789263,-0.863635938071132,0.387787915459711,1
"SPRED1",3.10588073940663,0.359242980494214,0.538627436511154,0.666960047228812,0.504797653754852,1
"FAM98B",0.107312734253564,0.0462136979571222,0.310564520147233,0.148805465399631,0.881707137893346,1
"RASGRP1",0.727632056555737,0.190818939225259,0.508723101583565,0.375093913823205,0.707590623217437,1
"ARHGAP11A",0.0371505614284563,-0.00142472478910006,0.310564520147233,-0.00458753236984259,0.996339691588732,1
"FMN1",0.345707446944769,-0.143527078855438,0.310622506647894,-0.46206271530135,0.644036346760146,1
"RYR3",0.250316676817699,0,0.310564520147233,0,1,1
"EMC7",45.3025160486388,-0.105030259721801,0.35245297498807,-0.297997937811011,0.76570473755229,1
"KATNBL1",1.22061990861647,0.360362016897637,0.563283097411048,0.639752938715766,0.522333232684202,1
"THBS1",20.103281846579,0.510411801563643,0.483996415293367,1.05457764858499,0.291618530676663,1
"EIF2AK4",0.441649021808531,0.592546794763879,0.49847841061996,1.18871104974622,0.234553390930568,1
"SRP14",21.9609812871589,0.500546884132735,0.47694181553564,1.04949255407724,0.29395148041754,1
"PLCB2",0.205402807187415,-0.0014247247891001,0.310564520147233,-0.0045875323698427,0.996339691588732,1
"INAFM2",4.1942572602589,0.086711339460339,0.538315380322247,0.161079067457504,0.872031126693237,1
"CCDC9B",0.152713306903282,0.0462136979571223,0.310564520147233,0.148805465399632,0.881707137893345,1
"IVD",3.83638109604461,-0.453364683304337,0.516277830219353,-0.878140909346647,0.379867254603774,1
"BAHD1",21.157992143179,-0.48429127306153,0.38423119178062,-1.26041634157083,0.207519209607835,1
"CCDC32",1.83310549707698,0.646093434171768,0.563555079592515,1.14646013773655,0.25160481189035,1
"RPUSD2",3.09558526385195,-0.0836855164251226,0.559748912714109,-0.149505455971944,0.881154804510448,1
"RAD51",0.0602686554597303,-0.0967015702815447,0.310564520147233,-0.311373527908791,0.755516676004281,1
"GCHFR",0.0648955707884264,-0.00142472478910006,0.310564520147233,-0.00458753236984259,0.996339691588732,1
"DNAJC17",46.588939484341,0.638009382842654,0.401431392823333,1.58933604657929,0.11198454474005,1
"ZFYVE19",0.0604015550896564,0,0.310564520147233,0,1,1
"VPS18",2.41021026820253,-0.355533492483502,0.554759785616106,-0.640878271464203,0.521601774081544,1
"DLL4",1.02563859964637,-0.411333115167552,0.539571324091336,-0.762333164869828,0.445861184701911,1
"CHAC1",0.270026442643942,-0.191978415773989,0.310564520147233,-0.618159523447739,0.536470188577496,1
"INO80",10.8708512784268,0.569359260365386,0.434969630957981,1.30896324672466,0.190546800721517,1
"CHP1",25.460231375186,0.83151128901344,0.44101690777543,1.8854408399164,0.0593703445904444,1
"LOC114594065",24.4573898921347,-0.205361386549467,0.515710150336081,-0.398210867898636,0.690474755580588,1
"NDUFAF1",0.144553305080483,-0.0490631475353224,0.310564520147233,-0.157980530139317,0.874472140741316,1
"RTF1",94.7413351025892,0.847653976624895,0.400409134582306,2.11696962785112,0.0342624255572955,1
"ITPKA",0.545342778543607,-0.228185355226471,0.449366334157352,-0.507793614878521,0.611598088131124,1
"TYRO3",4.50685411494532,0.0210773654642788,0.553809385541118,0.038058880933707,0.969640735801591,1
"MAPKBP1",4.42965651368169,-0.114011286151916,0.561727482364585,-0.202965476554551,0.839162016271871,1
"JMJD7",1.57467854243026,0.742340823343206,0.563419163339028,1.31756402984915,0.187649633471715,1
"EHD4",0.379152905216341,0.0785780333924888,0.445108225410409,0.176536915982706,0.859872149318385,1
"VPS39",8.24135804105396,0.464458802733359,0.506217982121667,0.917507514819433,0.358876756865045,1
"TMEM87A",67.8445276435501,0.116249881852659,0.453600398511277,0.256282583159522,0.797732644893373,1
"GANC",0.0518849913614076,-0.00142472478910006,0.310564520147233,-0.00458753236984259,0.996339691588732,1
"CAPN3",3.19408817839839,-0.236898298281956,0.453054469077264,-0.522891427965487,0.601049810176622,1
"ZNF106",11.4799361395505,-0.185575494472057,0.552109216644921,-0.336120986350798,0.736779633346671,1
"LRRC57",0.370225526159112,0.193661545753691,0.441429347125035,0.438714704889877,0.660868270727519,1
"STARD9",0.296942369322086,-0.00593667040415108,0.386458260408313,-0.0153617376372772,0.987743588764756,1
"LOC114594448",11.9268187376924,0.095211002817114,0.489054479437996,0.194683837527727,0.845640465592666,1
"TTBK2",1.07035482687891,-0.0410324577032185,0.546601653893495,-0.0750683014054942,0.940160368452973,1
"UBR1",1.07478498738129,0.378621763442443,0.558026058413975,0.678501940426517,0.497453493923501,1
"DNAL1",1.33217864911846,-0.0565916479242248,0.552577702503361,-0.102413918744542,0.918428136202459,1
"LOC114594511",0.215600945418138,0.0394986342399161,0.310729494516541,0.127115819183407,0.898848731132034,1
"NUMB",45.354369444522,0.225475796850699,0.480339423358162,0.469409309097194,0.638777095627235,1
"PSEN1",3.11537006410015,0.0489536220093853,0.540547628037407,0.0905630132669783,0.927839822255256,1
"RBM25",180.810425510385,0.215557241371705,0.146042458330544,1.47599022801866,0.139946515568282,1
